iter	RMSE
948	1.002208853
949	1.000969245
950	0.9998339725
951	0.9995690018
952	0.9977055361
953	0.9969307512
954	0.9950066703
955	0.9936077711
956	0.9929939039
957	0.9927890278
958	0.9917957988
959	0.9914568274
960	0.9896798465
961	0.9882751345
962	0.986484399
963	0.9861881551
964	0.9838946558
965	0.9826330903
966	0.9809509999
967	0.9801648425
968	0.9792772659
969	0.9786499364
970	0.9770430876
971	0.9764101132
972	0.9749454381
973	0.9732511635
974	0.9716715312
975	0.9711673089
976	0.9709778885
977	0.9698463849
978	0.9688817033
979	0.9685563351
980	0.9670726066
981	0.9653648348
982	0.9635567875
983	0.9626568123
984	0.9617680379
985	0.9599739087
986	0.9585258155
987	0.9570602665
988	0.9558460599
989	0.9547865877
990	0.9529637764
991	0.9517630763
992	0.9511907858
993	0.9495011753
994	0.949318033
995	0.9489378184
996	0.9484538568
997	0.9482309265
998	0.9466733604
999	0.9454481103
